sample_index,token_id_uint64,mask_id,SALMONELLA_occurrences,DEINOCOCCUS_occurrences,THERMOCOCCUS_occurrences,METHANOSARCINA_occurrences,KLUYVEROMYCES_occurrences,ARABIDOPSIS_occurrences,DROSOPHILA_occurrences,CBRIGGSAE_occurrences
528,17182753472,64,0,0,0,4,6,24,58,48
529,17213165814,64,0,0,0,0,0,2,4,1
530,17385517043,64,0,0,0,0,0,6,9,4
531,17390159808,64,0,0,0,0,0,2,0,1
532,17394695176,64,0,0,0,0,1,5,1,0
533,17416269824,64,0,0,0,0,1,3,2,3
534,17423124349,64,0,0,0,0,0,7,1,7
535,17431027702,64,0,0,1,0,0,0,3,3
536,17434804400,64,0,0,0,0,0,7,6,2
537,17439266678,64,2,0,0,0,0,1,5,0
538,17449320470,65,1,0,0,0,0,3,3,2
539,17460048008,65,0,0,0,0,0,7,1,1
540,17464036352,65,1,0,0,1,0,76,57,50
541,17493668319,65,0,0,0,0,1,0,1,3
542,17511350783,65,0,0,0,0,0,3,3,8
543,17649487665,65,0,0,0,0,0,3,0,0
544,17706252247,65,0,1,0,1,1,9,9,5
545,17711564744,65,0,0,0,0,0,0,0,0
546,17717723134,66,1,0,0,0,0,16,4,17
547,17720933599,66,0,0,0,0,1,15,6,23
548,17721068648,66,0,0,0,0,0,1,0,0
549,17733791756,66,0,0,0,0,1,8,12,2
550,17749246080,66,1,0,0,0,1,20,10,15
551,17784927174,66,0,0,0,0,0,2,4,0
552,17787112899,66,0,0,0,0,1,1,1,1
553,17836033600,66,0,0,0,0,0,0,1,0
554,17850174462,66,0,0,0,1,0,2,6,5
555,17903399694,66,0,0,0,0,0,0,2,3
556,17949897714,66,0,0,0,0,0,0,1,0
557,17951643584,66,0,0,0,0,0,2,4,1
558,17976652799,66,0,0,0,3,7,24,7,36
559,17988321407,67,0,0,0,0,0,26,25,29
560,17988453363,67,0,0,0,3,2,11,8,5
561,18000642816,67,0,0,0,0,0,19,17,8
562,18019135360,67,0,0,0,0,0,2,1,2
563,18052334300,67,0,0,0,0,0,4,3,6
564,18080791817,67,0,0,0,0,0,0,0,0
565,18111016576,67,0,0,1,0,0,1,1,2
566,18119259103,67,0,0,0,0,1,16,5,11
567,18119377663,67,0,0,0,1,1,11,21,121
568,18187350269,67,0,0,0,0,1,11,44,3
569,18189910475,67,0,0,0,0,0,2,1,2
570,18199884231,67,0,0,0,0,1,11,4,0
571,18245250090,67,0,0,0,0,1,0,0,0
572,18253468668,67,0,0,0,0,1,23,10,29
573,18266196988,68,0,0,0,0,4,17,15,41
574,18299813921,68,0,0,0,0,0,7,1,12
575,18316793848,68,2,0,0,0,0,0,2,0
576,18455232512,68,1,0,0,1,1,21,16,23
577,18455470963,68,0,0,0,0,1,3,0,2
578,18470698159,68,0,0,0,0,0,6,2,4
579,18509428912,68,0,0,0,0,0,0,1,1
580,18530576386,69,0,0,0,0,1,9,1,14
581,18578703067,69,0,0,0,0,0,2,0,0
582,18580826683,69,0,0,0,0,0,1,0,0
583,18588419070,69,0,0,0,1,0,3,5,2
584,18642764784,69,0,0,0,0,0,9,4,4
585,18656251005,69,1,0,0,3,0,12,5,7
586,18694969782,69,1,1,0,0,0,0,2,1
587,18756919239,69,0,0,0,0,0,19,4,25
588,18790479555,69,0,0,0,0,1,19,10,3
589,18792514311,70,0,0,0,0,1,7,8,7
590,18801500795,70,0,0,0,0,0,1,0,2
591,18808228274,70,0,0,0,0,0,0,2,1
592,18812304704,70,0,0,0,0,0,0,1,1
593,18890096750,70,0,0,0,0,0,0,2,1
594,18924041727,70,2,0,0,0,0,7,14,15
595,19002687517,70,0,0,0,0,0,1,1,1
596,19058128883,70,0,0,0,1,0,34,46,22
597,19062079247,71,1,0,0,0,0,24,27,5
598,19113168835,71,0,0,0,0,1,5,4,3
599,19127602695,71,0,0,0,0,0,2,0,0
600,19159711171,71,0,0,0,0,0,1,1,0
601,19210857602,71,1,0,0,0,0,0,1,0
602,19268730571,71,1,0,0,0,0,4,0,0
603,19314768894,71,0,0,0,1,3,33,42,23
604,19338731528,72,0,0,0,1,0,2,3,0
605,19346227715,72,0,0,0,0,0,3,4,6
606,19377733762,72,0,0,0,1,0,14,6,10
607,19380880072,72,0,0,0,1,0,3,3,0
608,19457583832,72,0,0,0,0,0,1,0,0
609,19461358667,72,0,0,0,0,0,1,2,4
610,19542335487,72,0,0,0,2,1,9,3,7
611,19583213615,72,0,0,0,0,0,3,6,16
612,19592557567,72,0,0,0,0,1,5,9,6
613,19597688819,73,1,0,0,0,1,21,33,4
614,19608929283,73,0,0,0,0,1,5,0,2
615,19615467980,73,1,0,0,0,0,0,0,0
616,19797172835,73,0,0,0,0,1,0,0,0
617,19798965600,73,0,0,0,0,0,1,3,0
618,19854905341,73,0,0,0,0,0,7,1,5
619,19864301584,74,0,0,0,0,0,15,27,11
620,19906035507,74,0,0,0,0,0,5,2,5
621,19998428851,74,0,0,0,0,0,8,4,0
622,20065601532,74,2,0,0,0,0,8,14,32
623,20066296832,74,0,0,0,0,0,1,2,33
624,20102259455,74,0,0,0,0,2,4,1,3
625,20127882748,74,0,0,0,0,0,2,0,0
626,20129197373,74,0,0,0,0,0,2,3,0
627,20132888625,75,0,0,0,1,0,4,4,4
628,20134792577,75,0,0,0,0,1,3,1,0
629,20166938656,75,0,0,0,0,0,9,11,2
630,20231175553,75,0,0,0,0,0,0,0,0
631,20233265147,75,0,0,0,0,1,7,13,7
632,20262646273,75,0,0,0,1,1,0,0,0
633,20264746878,75,0,0,0,1,5,121,19,109
634,20266073989,75,0,0,0,0,0,1,0,1
635,20319268864,75,0,0,0,0,0,4,2,5
636,20355421983,75,0,0,1,0,0,12,0,0
637,20367532017,75,0,0,0,0,3,17,5,21
638,20384837940,75,0,0,0,0,0,1,5,4
639,20392574300,75,0,0,0,0,0,6,1,8
640,20400558047,75,0,0,0,1,2,27,16,39
641,20412700682,76,0,0,0,0,0,0,2,0
642,20412747776,76,0,0,0,1,0,7,2,8
643,20452945916,76,0,0,0,0,0,3,1,4
644,20599259319,76,0,0,0,0,0,2,1,6
645,20665537260,76,0,0,0,0,1,0,0,3
646,20669591164,77,0,0,0,0,0,1,2,2
647,20682162944,77,0,0,0,1,1,57,139,14
648,20769636221,77,1,0,0,0,1,20,2,23
649,20849888083,77,0,0,0,0,2,1,2,2
650,20858278919,77,0,0,0,0,0,4,0,0
651,20921198128,77,1,0,1,0,0,2,3,7
652,20935823359,77,0,0,0,0,3,22,10,16
653,20963600920,78,1,1,0,0,0,2,3,0
654,21069822205,78,0,0,0,0,1,4,5,1
655,21118353854,78,0,0,0,0,0,1,1,1
656,21140911447,78,0,0,1,0,0,0,1,0
657,21151789296,78,1,0,0,0,0,4,1,1
658,21206465567,79,1,0,0,1,0,17,8,33
659,21420801823,79,0,0,0,1,0,3,1,3
660,21429534780,79,0,0,0,0,1,1,0,0
661,21458108431,79,0,0,0,2,0,49,46,30
662,21472211084,79,0,0,0,0,0,0,3,4
663,21474835455,79,0,0,0,1,10,481,958,538
664,21592378615,80,0,0,0,0,0,2,4,2
665,21611282622,80,0,0,0,0,0,7,2,2
666,21625175103,80,0,0,0,0,0,1,3,1
667,21657288664,80,0,0,0,0,0,0,2,3
668,21743263807,80,1,0,0,1,2,82,40,74
669,21751923695,81,1,0,0,0,0,8,1,0
670,21757951455,81,0,0,0,0,1,21,2,27
671,21776828896,81,0,0,0,0,1,2,3,5
672,21802573978,81,0,0,0,0,1,0,0,0
673,21810331135,81,0,0,0,1,0,42,25,47
674,21861760895,81,0,0,0,0,1,18,5,6
675,21976020268,81,0,0,0,1,0,0,2,5
676,22010928495,81,0,0,0,1,0,1,5,1
677,22012241964,82,0,0,0,1,1,5,2,8
678,22056534018,82,0,0,0,0,1,8,11,16
679,22063055044,82,0,0,0,0,0,3,2,1
680,22064136303,82,0,0,0,1,0,3,3,3
681,22124438198,82,2,0,0,0,0,1,3,1
682,22145859711,82,0,0,0,1,0,5,10,41
683,22174625148,82,0,0,0,0,0,0,2,0
684,22225485627,82,0,0,0,0,0,7,1,7
685,22246596616,82,0,0,0,1,1,32,7,28
686,22279582151,82,0,0,0,0,0,9,3,6
687,22280684323,83,0,0,0,0,0,2,3,6
688,22292525184,83,0,0,0,0,2,5,4,5
689,22313720839,83,0,0,0,0,0,4,1,5
690,22327099327,83,0,0,0,0,1,5,2,2
691,22365076246,83,0,0,0,0,0,0,0,0
692,22394565744,83,0,0,0,0,0,2,0,0
693,22417475631,83,0,0,0,0,1,15,4,8
694,22481324031,83,0,0,0,0,2,11,5,18
695,22483566280,83,0,0,0,2,0,1,1,2
696,22506492691,83,0,0,0,0,0,1,0,1
697,22548407387,83,0,0,0,0,0,0,3,0
698,22549311884,84,0,0,0,0,1,4,2,2
699,22549577600,84,1,0,0,0,0,8,12,21
700,22582177024,84,0,0,0,0,0,2,9,9
701,22594718384,84,0,0,0,0,0,3,5,13
702,22598874111,84,0,0,0,0,2,8,7,20
703,22681942026,84,0,0,0,0,0,1,1,4
704,22682804354,84,0,0,0,1,3,37,4,40
705,22804389835,84,0,0,0,0,1,4,3,2
706,22813622079,84,0,0,0,2,0,42,86,20
707,22813881344,84,0,0,0,1,1,33,6,37
708,22817541760,85,0,0,0,0,0,13,6,10
709,22820220880,85,0,0,0,0,0,7,5,5
710,22833127359,85,0,0,0,0,0,1,2,0
711,22850711562,85,1,0,0,0,1,3,5,9
712,22883997744,85,0,0,0,0,0,1,1,1
713,23070411552,85,0,0,0,1,0,0,0,0
714,23072014351,85,0,0,0,1,0,43,17,22
715,23085980674,86,0,0,1,0,0,14,34,34
716,23086444031,86,0,0,0,0,3,11,4,8
717,23087542273,86,0,0,0,0,1,13,4,42
718,23186108511,86,0,0,0,0,1,3,2,6
719,23217340279,86,1,0,0,0,0,2,0,11
720,23217512446,86,0,0,0,0,0,9,4,8
721,23219945470,86,0,0,0,0,2,9,6,9
722,23292575776,86,1,1,0,0,1,4,2,3
723,23318222463,86,0,0,0,0,0,6,4,4
724,23333472126,86,0,0,0,0,0,2,0,0
725,23347281917,86,0,0,0,0,0,0,2,1
726,23351183099,86,0,0,0,0,1,1,0,0
727,23351656320,86,0,0,0,0,0,12,8,5
728,23353218909,86,0,0,0,0,0,4,1,12
729,23354147010,87,0,0,0,1,0,9,14,11
730,23358013487,87,1,0,0,1,0,23,22,43
731,23370629118,87,0,0,0,0,0,13,15,5
732,23403989039,87,0,0,0,0,2,7,2,5
733,23454794508,87,0,0,0,1,0,4,4,2
734,23553168700,87,0,0,0,1,0,0,0,0
735,23609425088,87,0,0,0,1,0,14,7,77
736,23609731709,87,0,0,0,0,0,0,1,0
737,23616107201,87,0,0,0,0,0,0,0,1
738,23642425404,88,0,0,0,0,0,1,2,0
739,23874191343,88,1,0,0,2,0,20,15,8
740,23890870283,89,1,0,0,0,5,11,18,132
741,23893392904,89,0,1,0,0,0,9,5,4
742,23894935356,89,0,0,0,0,0,17,5,12
743,23908764300,89,0,0,1,0,0,9,0,0
744,23927394292,89,5,0,0,0,0,3,0,0
745,24037558283,89,1,0,0,0,0,4,3,6
746,24092790720,89,0,0,0,0,0,3,9,4
747,24143458293,89,0,0,0,0,0,8,2,3
748,24150614000,89,1,0,0,0,0,4,4,4
749,24159289864,90,0,0,0,0,0,17,5,7
750,24159596523,90,0,0,0,0,0,2,2,2
751,24161044475,90,0,0,0,0,1,9,1,2
752,24161287687,90,0,0,1,0,0,4,1,10
753,24189108264,90,0,0,0,0,0,3,0,6
754,24211929283,90,0,0,0,0,0,1,0,0
755,24260593091,90,0,0,0,0,0,1,0,1
756,24297209661,90,0,0,0,0,0,2,0,0
757,24388764396,90,0,0,0,0,0,0,1,2
758,24410882240,90,0,0,0,0,2,40,32,21
759,24478154819,91,0,0,0,0,1,28,14,4
760,24541146559,91,0,0,0,0,0,1,0,0
761,24558499837,91,0,0,0,0,0,9,5,2
762,24602679915,91,0,0,0,0,0,0,2,0
763,24617156800,91,0,0,0,0,0,7,6,3
764,24628693999,91,0,0,0,0,0,16,13,16
765,24634173519,91,1,0,0,0,0,0,1,0
766,24658592527,91,0,0,0,0,0,2,1,0
767,24681247693,91,0,0,0,0,0,5,0,2
768,24696097199,92,0,1,0,0,1,2,0,2
769,24698932076,92,0,1,0,0,0,3,1,4
770,24720246039,92,0,0,0,0,0,5,0,1
771,24890098017,92,0,0,0,0,0,0,0,0
772,24950878184,92,0,0,0,0,0,2,2,1
773,24956105601,92,0,0,0,0,0,2,5,1
774,24966578017,93,0,0,0,0,0,0,2,2
775,24967383808,93,0,0,0,0,4,22,33,45
776,24967643963,93,0,0,0,0,1,13,21,3
777,24972840951,93,0,0,0,1,0,3,4,3
778,24977060363,93,0,0,0,0,1,5,2,4
779,25166481581,93,0,0,0,0,0,3,0,1
780,25188750327,93,1,0,0,0,0,1,0,1
781,25202703808,93,0,0,0,0,0,2,0,2
782,25228945538,93,0,0,0,0,0,0,1,2
783,25229460227,93,0,0,0,0,0,12,19,6
784,25229775871,93,0,0,0,1,1,21,12,9
785,25238961393,94,0,0,0,0,0,6,9,1
786,25241014143,94,0,0,0,0,0,3,1,2
787,25250532059,94,0,0,0,0,0,0,0,0
788,25258098096,94,0,0,0,0,1,2,2,1
789,25369379006,94,0,0,0,0,1,4,2,12
790,25438444543,94,0,0,0,7,0,13,8,11
791,25440501999,94,0,0,0,1,1,3,2,1
792,25441562032,94,0,0,0,0,0,1,1,0
793,25468600363,94,0,0,0,0,0,4,4,6
794,25497493501,94,0,0,0,0,0,8,2,9
795,25498025495,94,0,0,0,0,0,4,3,4
796,25502089230,95,0,0,0,0,0,3,3,23
797,25503474208,95,0,0,0,0,0,24,2,13
798,25567493887,95,1,0,0,0,0,33,22,7
799,25624951903,95,0,0,0,0,0,0,0,3
800,25677467536,95,0,0,0,0,0,0,0,0
801,25756807872,95,0,0,0,0,0,1,0,1
802,25769814912,96,0,0,0,0,0,8,17,12
803,25794486784,96,0,0,0,0,1,0,0,1
804,25858932931,96,0,0,0,0,0,1,0,2
805,25862171656,96,0,0,0,0,0,0,1,0
806,25967189763,96,0,0,0,0,0,2,12,2
807,26021573371,96,0,0,0,0,0,3,3,1
808,26036928495,96,0,0,0,0,1,31,22,19
809,26038227122,96,0,0,0,0,0,5,0,5
810,26058885665,97,0,0,1,0,0,0,0,0
811,26163935087,97,0,0,0,0,1,6,1,4
812,26168373631,97,0,0,0,0,0,3,0,2
813,26238516687,97,0,0,0,0,0,4,1,2
814,26239688659,97,0,0,0,0,0,8,1,4
815,26273112062,97,0,0,0,1,0,40,24,28
816,26279410639,97,0,0,0,0,0,0,5,4
817,26286261472,97,0,0,0,0,0,2,0,2
818,26307524786,98,0,0,0,0,0,3,1,1
819,26363085180,98,0,0,0,0,0,1,0,1
820,26438406156,98,1,0,0,0,0,0,0,1
821,26525593407,98,0,0,0,0,0,2,2,0
822,26541555111,98,0,0,0,0,1,1,2,2
823,26575335935,99,1,0,0,0,1,11,7,44
824,26577404464,99,0,0,0,0,0,6,16,23
825,26587889698,99,0,0,0,0,0,16,13,13
826,26610893344,99,0,0,0,0,3,85,17,48
827,26642022335,99,1,0,0,0,0,63,41,24
828,26711627912,99,0,0,0,0,0,5,0,1
829,26789022419,99,0,0,0,2,0,4,0,1
830,26835107872,99,0,0,0,2,1,8,3,2
831,26841447472,99,0,0,0,0,1,19,16,11
832,26845929986,100,0,0,0,0,0,2,6,2
833,26893715456,100,0,0,0,1,0,1,0,7
834,26894966784,100,0,0,0,0,0,12,14,6
835,26926969217,100,0,0,0,0,0,0,1,0
836,26946314242,100,0,0,0,0,1,5,2,6
837,26975657855,100,2,0,0,3,10,363,23,318
838,27044859703,100,0,0,0,0,1,16,7,7
839,27102806527,100,0,0,0,0,3,5,2,14
840,27113028860,101,0,0,0,1,0,52,51,35
841,27115244848,101,0,0,0,0,0,12,3,1
842,27116045216,101,0,0,0,2,0,4,6,3
843,27119081988,101,0,0,0,0,0,0,1,0
844,27233689469,101,0,0,0,0,0,7,1,1
845,27245420543,101,0,0,0,0,0,0,9,29
846,27249734662,101,0,0,0,0,0,2,0,0
847,27254538111,101,0,0,0,1,2,3,7,8
848,27262967974,101,0,0,0,0,0,0,0,0
849,27360775671,101,0,0,0,0,0,2,0,0
850,27447520572,102,0,0,0,0,0,8,0,3
851,27460944846,102,0,0,0,0,0,2,2,0
852,27572355394,102,1,0,0,0,0,0,1,0
853,27598717986,102,0,0,0,0,0,2,2,1
854,27648327419,102,0,0,0,0,1,22,26,16
855,27661435552,103,0,0,0,0,0,6,7,8
856,27684241359,103,1,0,0,0,0,1,8,7
857,27702000579,103,1,0,0,0,0,0,1,0
858,27716718541,103,0,0,0,0,0,0,1,1
859,27808170035,103,0,0,0,0,0,0,2,3
860,27868182495,103,0,0,0,0,1,0,0,6
861,27883598598,103,0,0,0,0,0,3,0,3
862,27914144768,103,1,0,0,0,0,22,23,17
863,27917417644,104,0,0,0,0,0,6,0,4
864,27925923970,104,0,0,1,0,0,16,0,6
865,27934615687,104,0,0,0,0,0,2,1,0
866,27938504959,104,1,0,0,0,0,5,5,4
867,28044378108,104,0,0,0,0,0,1,4,0
868,28100443257,104,0,0,0,0,0,2,0,1
869,28118843383,104,1,0,0,1,1,10,9,28
870,28143530999,104,0,0,0,0,1,1,0,1
871,28185854915,105,0,0,0,1,1,19,8,8
872,28201648967,105,0,0,0,0,0,2,0,4
873,28354556864,105,0,0,0,0,0,0,1,0
874,28371045633,105,0,0,0,0,0,2,3,1
875,28416311988,105,0,0,0,0,0,0,0,0
876,28440542194,105,0,0,0,0,0,8,10,1
877,28443150032,105,0,0,0,0,0,1,1,1
878,28453646335,105,0,0,0,1,2,19,9,86
879,28454155251,105,0,0,0,0,1,165,330,56
880,28454203634,106,0,0,0,0,2,7,2,8
881,28454291712,106,0,0,0,0,2,17,28,29
882,28462552816,106,0,0,0,1,0,1,4,4
883,28463460872,106,0,0,0,0,0,8,1,5
884,28486746140,106,0,0,0,0,0,10,0,1
885,28505489323,106,0,0,0,0,1,1,0,0
886,28523102980,106,0,0,0,0,0,4,7,2
887,28523631808,106,0,0,0,0,0,0,1,1
888,28592603144,106,0,0,0,1,0,13,5,17
889,28658458593,106,0,0,0,0,0,0,0,0
890,28663090239,106,0,0,0,0,0,2,4,1
891,28664131592,106,0,0,0,1,0,4,1,9
892,28668231616,106,0,0,0,0,0,1,7,25
893,28714778448,106,0,0,0,0,0,1,2,2
894,28723692048,107,0,0,0,0,2,9,0,3
895,28728225825,107,0,0,0,0,0,1,0,3
896,28763290635,107,0,0,0,0,0,0,6,1
897,28782103614,107,0,0,0,0,0,2,14,0
898,28891379196,107,1,0,0,1,0,2,1,0
899,28912364606,107,0,0,0,0,0,0,1,0
900,28931062528,107,0,0,0,0,0,3,0,0
901,28937597443,107,1,0,0,0,0,1,2,0
902,28980534269,107,0,0,0,2,0,4,9,4
903,29020374795,108,1,0,0,0,0,0,3,0
904,29055909932,108,1,0,0,0,0,5,2,3
905,29058460662,108,0,0,0,0,0,1,0,0
906,29104275839,108,0,0,0,1,1,7,1,5
907,29124902768,108,0,0,0,0,1,3,1,2
908,29135782077,108,0,0,0,0,0,0,0,0
909,29171353372,108,0,0,0,0,0,1,0,0
910,29181004768,108,0,0,0,0,0,0,0,0
911,29192027527,108,1,0,0,0,1,3,9,0
912,29194910784,108,0,0,0,0,0,1,5,6
913,29248980608,108,0,0,0,0,0,1,3,2
914,29256835070,108,0,0,0,0,0,8,10,12
915,29257759743,108,0,0,0,0,0,2,7,8
916,29310811639,109,1,0,0,0,1,14,1,5
917,29319229643,109,0,0,0,0,0,2,1,4
918,29460928178,109,0,0,0,0,0,1,1,1
919,29489696130,109,0,0,0,0,0,1,0,0
920,29516495997,109,0,0,0,1,2,2,0,2
921,29524033503,109,0,0,0,0,1,16,5,7
922,29525039100,109,0,0,0,0,0,5,6,2
923,29530045960,110,0,0,0,0,0,10,7,9
924,29530948291,110,1,0,0,0,0,1,1,2
925,29630797814,110,0,0,0,1,0,0,0,0
926,29671031304,110,0,0,0,0,2,31,0,14
927,29715596290,110,0,0,0,0,0,9,8,9
928,29729366048,110,0,0,0,0,2,13,1,9
929,29732290336,110,0,0,0,0,0,2,0,5
930,29783555279,110,0,0,0,0,1,39,64,10
931,29832887808,111,0,0,0,0,0,0,1,1
932,29843008522,111,0,0,0,0,2,1,2,3
933,29896941565,111,0,0,0,0,0,5,3,6
934,29914329084,111,0,0,0,0,0,3,7,10
935,29930520063,111,0,0,0,1,2,61,19,105
936,29936173238,111,0,0,0,0,0,1,0,0
937,30061043456,111,0,0,0,0,0,10,8,25
938,30066835650,112,0,0,0,0,0,1,3,2
939,30117233347,112,1,0,0,0,2,4,0,4
940,30136086561,112,0,0,0,0,0,4,1,2
941,30140260173,112,2,0,0,0,0,3,1,2
942,30224368664,112,0,0,0,0,0,2,1,0
943,30227311744,112,0,0,0,0,0,0,1,0
944,30265787136,112,0,0,0,0,0,0,5,4
945,30266813215,112,0,0,0,0,0,0,0,1
946,30333377535,113,0,0,0,1,0,3,0,7
947,30370397952,113,0,0,0,0,1,3,0,0
948,30386733476,113,0,0,0,0,0,0,1,0
949,30430007218,113,0,0,0,0,1,0,0,0
950,30534819636,113,0,0,0,0,0,1,0,1
951,30580655605,113,0,0,0,0,0,1,0,3
952,30599511519,113,1,0,1,1,2,65,6,60
953,30668234930,114,0,0,0,0,0,5,1,2
954,30720130441,114,0,0,0,0,0,2,0,4
955,30804751095,114,0,0,0,0,0,0,0,0
956,30870523132,115,0,0,0,0,0,4,8,4
957,30920470720,115,1,0,0,1,0,46,44,18
958,31003716607,115,0,0,0,0,0,4,1,4
959,31117213567,115,0,0,0,0,0,7,1,2
960,31137989432,115,0,0,0,1,0,3,1,2
961,31157375996,116,0,0,0,0,0,5,1,0
962,31180980746,116,0,0,0,0,1,4,4,4
963,31184617471,116,0,0,0,0,1,21,7,11
964,31185473520,116,0,0,0,0,1,5,1,3
965,31268741298,116,1,0,0,0,0,2,0,1
966,31272935936,116,0,0,0,0,0,7,3,6
967,31273288200,116,0,0,0,2,3,51,23,41
968,31335367470,116,0,0,0,0,0,0,0,0
969,31336434435,116,0,0,0,1,0,6,6,3
970,31394831792,116,1,0,0,0,0,0,1,0
971,31403307005,116,0,0,0,0,0,3,3,5
972,31404212220,116,0,0,0,0,0,3,4,12
973,31406928861,116,0,0,0,0,1,7,0,3
974,31453774559,117,0,0,0,0,0,0,0,0
975,31457288688,117,0,0,0,0,0,9,3,97
976,31611904015,117,0,0,0,0,0,0,1,2
977,31615613951,117,0,0,0,0,0,31,24,11
978,31616610301,117,0,0,0,0,0,10,5,11
979,31621058071,117,0,0,0,0,0,2,0,0
980,31640764595,117,0,0,0,0,0,0,2,2
981,31668076991,117,0,0,0,0,0,0,0,1
982,31674338035,117,0,0,0,0,0,5,4,8
983,31675710468,118,0,0,0,0,1,6,13,4
984,31709713351,118,0,0,0,0,0,3,1,3
985,31792771839,118,0,0,0,0,1,7,12,12
986,31808488067,118,0,0,0,0,0,1,0,0
987,31809068919,118,1,0,0,1,1,17,3,21
988,31809610249,118,0,0,0,0,0,3,0,8
989,31893011457,118,0,0,0,0,0,1,2,1
990,31904981505,118,0,0,0,0,0,1,0,0
991,31944859645,119,1,0,0,1,0,9,6,12
992,31961051388,119,0,0,0,0,0,2,11,0
993,31994004593,119,1,0,0,0,0,2,0,0
994,32026918783,119,1,0,0,0,0,14,4,6
995,32084366064,119,0,0,0,0,0,0,0,4
996,32145891466,119,0,0,0,0,0,3,2,1
997,32176602940,119,1,0,0,0,0,9,10,16
998,32178099775,119,0,0,0,0,0,0,1,0
999,32209538015,119,0,0,0,0,0,1,1,0
1000,32212187150,119,0,0,0,0,0,5,1,2
