sample_index,token_id_uint64,mask_id,PSEUDOMONAS_occurrences,MYCOPLASMA_occurrences,METHANOCALDOCOCCUS_occurrences,HALOFERAX_occurrences,NEUROSPORA_occurrences,CELEGANS_occurrences
633,20264746878,75,1,0,0,0,14,36
634,20266073989,75,0,0,0,0,0,2
635,20319268864,75,0,0,0,0,0,7
636,20355421983,75,0,0,0,0,0,2
637,20367532017,75,0,0,0,0,1,24
638,20384837940,75,0,0,0,0,1,4
639,20392574300,75,1,0,0,0,1,2
640,20400558047,75,0,0,2,0,1,16
641,20412700682,76,0,0,0,0,1,0
642,20412747776,76,0,0,0,0,1,7
643,20452945916,76,0,0,0,0,0,0
644,20599259319,76,0,0,0,0,1,9
645,20665537260,76,0,0,0,0,0,4
646,20669591164,77,0,0,0,0,0,1
647,20682162944,77,0,0,3,0,17,54
648,20769636221,77,0,0,0,0,7,11
649,20849888083,77,0,0,0,0,0,1
650,20858278919,77,0,0,0,0,2,4
651,20921198128,77,0,0,0,0,0,7
652,20935823359,77,0,0,3,0,2,18
653,20963600920,78,0,0,0,0,0,0
654,21069822205,78,0,0,0,0,1,1
655,21118353854,78,0,0,0,0,1,0
656,21140911447,78,0,0,0,0,0,0
657,21151789296,78,0,0,0,0,0,1
658,21206465567,79,0,0,0,0,0,59
659,21420801823,79,0,0,0,0,0,3
660,21429534780,79,0,0,0,0,0,4
661,21458108431,79,0,0,2,0,0,69
662,21472211084,79,0,0,0,0,1,1
663,21474835455,79,0,2,1,0,63,749
664,21592378615,80,0,0,0,0,0,0
665,21611282622,80,0,0,1,0,1,9
666,21625175103,80,0,0,0,0,4,0
667,21657288664,80,0,0,0,0,0,0
668,21743263807,80,0,0,0,0,1,130
669,21751923695,81,0,0,0,0,0,3
670,21757951455,81,0,0,0,0,0,16
671,21776828896,81,0,0,0,0,2,6
672,21802573978,81,0,0,0,0,0,0
673,21810331135,81,0,0,3,0,9,43
674,21861760895,81,0,0,2,0,0,12
675,21976020268,81,0,0,0,0,0,1
676,22010928495,81,0,0,0,0,0,3
677,22012241964,82,0,0,0,0,5,11
678,22056534018,82,0,0,1,0,1,9
679,22063055044,82,0,0,0,0,0,1
680,22064136303,82,0,0,0,0,0,5
681,22124438198,82,1,0,0,0,0,0
682,22145859711,82,0,0,1,0,0,85
683,22174625148,82,1,0,0,0,0,0
684,22225485627,82,0,0,0,0,1,1
685,22246596616,82,0,0,0,0,3,24
686,22279582151,82,0,0,0,0,0,1
687,22280684323,83,0,0,0,0,0,1
688,22292525184,83,0,0,5,0,1,8
689,22313720839,83,0,0,0,0,0,2
690,22327099327,83,0,0,0,0,0,1
691,22365076246,83,0,0,0,0,0,0
692,22394565744,83,0,0,0,0,0,0
693,22417475631,83,0,0,0,0,2,5
694,22481324031,83,0,0,0,0,1,16
695,22483566280,83,0,0,0,0,0,2
696,22506492691,83,0,0,0,0,0,0
697,22548407387,83,0,0,0,0,0,1
698,22549311884,84,0,0,0,0,0,0
699,22549577600,84,0,0,1,0,0,26
700,22582177024,84,0,0,0,0,0,2
701,22594718384,84,0,0,0,0,0,1
702,22598874111,84,0,0,2,0,1,9
703,22681942026,84,0,0,0,0,1,0
704,22682804354,84,0,1,1,0,12,22
705,22804389835,84,0,0,0,0,0,3
706,22813622079,84,0,0,1,0,6,64
707,22813881344,84,0,0,1,0,0,63
708,22817541760,85,0,0,0,0,4,8
709,22820220880,85,0,0,0,0,0,1
710,22833127359,85,0,0,0,0,0,2
711,22850711562,85,0,0,0,0,1,2
712,22883997744,85,0,0,0,0,0,6
713,23070411552,85,0,0,0,0,2,1
714,23072014351,85,0,0,1,0,4,40
715,23085980674,86,0,0,0,0,1,23
716,23086444031,86,0,0,0,0,0,18
717,23087542273,86,0,0,1,0,0,60
718,23186108511,86,0,0,1,0,0,21
719,23217340279,86,0,0,0,0,1,3
720,23217512446,86,0,0,3,0,0,9
721,23219945470,86,0,0,0,0,1,7
722,23292575776,86,0,0,0,0,0,0
723,23318222463,86,0,0,0,0,0,5
724,23333472126,86,0,0,0,0,0,0
725,23347281917,86,0,0,0,0,0,0
726,23351183099,86,0,0,0,0,0,0
727,23351656320,86,1,0,0,0,0,6
728,23353218909,86,0,0,0,0,3,4
729,23354147010,87,0,0,1,0,0,17
730,23358013487,87,0,0,1,0,1,63
731,23370629118,87,0,0,0,0,1,20
732,23403989039,87,0,0,0,0,0,2
733,23454794508,87,0,0,0,0,2,5
734,23553168700,87,0,0,0,0,0,0
735,23609425088,87,0,0,0,0,1,8
736,23609731709,87,0,0,0,0,1,0
737,23616107201,87,0,0,0,0,0,0
738,23642425404,88,0,0,0,0,0,0
739,23874191343,88,0,1,1,0,0,22
740,23890870283,89,0,0,0,0,1,145
741,23893392904,89,0,0,1,0,3,3
742,23894935356,89,0,0,0,0,2,17
743,23908764300,89,0,0,0,0,0,1
744,23927394292,89,0,0,0,0,0,1
745,24037558283,89,0,0,0,0,0,2
746,24092790720,89,0,0,0,0,0,17
747,24143458293,89,0,0,0,0,0,4
748,24150614000,89,0,0,0,0,2,9
749,24159289864,90,0,0,1,0,3,5
750,24159596523,90,0,0,0,0,0,0
751,24161044475,90,0,0,0,0,0,5
752,24161287687,90,0,0,0,0,0,7
753,24189108264,90,0,0,0,0,0,5
754,24211929283,90,0,0,0,0,0,0
755,24260593091,90,0,0,0,0,0,0
756,24297209661,90,0,0,0,0,1,0
757,24388764396,90,0,0,0,0,1,3
758,24410882240,90,0,0,2,0,1,36
759,24478154819,91,0,0,0,0,1,6
760,24541146559,91,0,0,0,0,0,1
761,24558499837,91,0,0,0,0,1,2
762,24602679915,91,0,0,0,0,0,0
763,24617156800,91,0,0,0,0,0,6
764,24628693999,91,0,1,1,0,1,36
765,24634173519,91,0,0,0,0,0,0
766,24658592527,91,0,0,0,0,0,1
767,24681247693,91,0,0,0,0,1,2
768,24696097199,92,0,0,0,0,0,1
769,24698932076,92,0,0,0,0,0,0
770,24720246039,92,0,0,1,0,4,2
771,24890098017,92,0,0,0,0,0,0
772,24950878184,92,0,0,0,0,0,4
773,24956105601,92,0,0,0,0,0,3
774,24966578017,93,0,0,0,0,1,3
775,24967383808,93,0,0,0,0,2,47
776,24967643963,93,0,0,0,0,1,4
777,24972840951,93,0,0,2,0,0,2
778,24977060363,93,0,0,0,0,2,4
779,25166481581,93,0,0,0,0,0,0
780,25188750327,93,0,0,0,0,1,0
781,25202703808,93,0,0,0,0,0,1
782,25228945538,93,0,0,0,0,1,0
783,25229460227,93,0,1,1,0,2,22
784,25229775871,93,0,0,0,0,9,11
785,25238961393,94,0,0,0,0,0,1
786,25241014143,94,0,0,0,0,0,1
787,25250532059,94,0,0,0,0,0,1
788,25258098096,94,0,0,0,0,0,3
789,25369379006,94,0,0,0,0,1,5
790,25438444543,94,0,1,1,0,1,14
791,25440501999,94,0,0,0,0,0,1
792,25441562032,94,0,0,0,0,0,0
793,25468600363,94,0,0,0,0,0,9
794,25497493501,94,0,0,0,0,0,9
795,25498025495,94,0,0,0,0,0,6
796,25502089230,95,0,0,0,0,1,41
797,25503474208,95,0,0,0,0,3,10
798,25567493887,95,0,0,0,0,0,33
799,25624951903,95,0,0,1,0,0,0
800,25677467536,95,0,0,0,0,0,0
801,25756807872,95,0,0,0,0,0,2
802,25769814912,96,0,0,0,0,2,13
803,25794486784,96,0,0,0,0,0,0
804,25858932931,96,0,0,0,0,0,0
805,25862171656,96,0,0,0,0,1,0
806,25967189763,96,0,0,0,0,2,0
807,26021573371,96,0,1,0,0,0,1
808,26036928495,96,0,0,0,0,0,32
809,26038227122,96,0,0,0,0,0,3
810,26058885665,97,0,0,0,0,0,0
811,26163935087,97,0,0,1,0,1,2
812,26168373631,97,0,0,0,0,0,3
813,26238516687,97,0,0,0,0,1,3
814,26239688659,97,0,0,0,0,0,5
815,26273112062,97,0,0,0,0,3,30
816,26279410639,97,0,0,0,0,0,3
817,26286261472,97,0,0,0,1,0,0
818,26307524786,98,0,0,0,0,0,1
819,26363085180,98,0,0,0,0,0,2
820,26438406156,98,0,0,0,0,0,0
821,26525593407,98,0,0,0,0,1,1
822,26541555111,98,0,0,0,0,1,2
823,26575335935,99,0,0,1,0,0,41
824,26577404464,99,0,0,1,0,0,10
825,26587889698,99,0,0,1,0,1,31
826,26610893344,99,0,0,0,0,10,16
827,26642022335,99,0,0,1,0,0,40
828,26711627912,99,0,0,0,1,0,1
829,26789022419,99,0,0,0,0,1,2
830,26835107872,99,0,0,0,0,1,1
831,26841447472,99,0,0,0,0,2,16
832,26845929986,100,0,0,0,0,0,3
833,26893715456,100,0,0,0,0,0,5
834,26894966784,100,0,0,0,0,1,4
835,26926969217,100,0,0,0,0,1,0
836,26946314242,100,0,0,0,0,1,11
837,26975657855,100,0,1,3,0,70,84
838,27044859703,100,0,0,0,0,1,3
839,27102806527,100,0,0,1,0,0,15
840,27113028860,101,0,1,0,0,6,89
841,27115244848,101,0,0,0,0,0,1
842,27116045216,101,0,0,0,0,1,5
843,27119081988,101,0,0,0,0,1,0
844,27233689469,101,0,0,0,0,1,2
845,27245420543,101,0,0,3,0,1,42
846,27249734662,101,0,0,0,0,0,3
847,27254538111,101,0,0,0,0,1,9
848,27262967974,101,0,0,0,0,0,1
849,27360775671,101,0,0,0,0,0,1
850,27447520572,102,0,0,0,0,0,4
851,27460944846,102,0,0,0,0,3,2
852,27572355394,102,0,0,0,0,0,2
853,27598717986,102,0,0,0,0,0,1
854,27648327419,102,0,0,0,0,0,12
855,27661435552,103,0,0,0,0,2,3
856,27684241359,103,0,0,0,0,0,7
857,27702000579,103,0,0,0,0,0,1
858,27716718541,103,0,0,0,0,1,0
859,27808170035,103,0,0,0,0,0,0
860,27868182495,103,0,0,0,0,0,0
861,27883598598,103,0,0,0,0,0,2
862,27914144768,103,0,1,2,0,1,33
863,27917417644,104,1,0,0,0,0,10
864,27925923970,104,0,1,3,0,0,9
865,27934615687,104,0,0,0,0,0,0
866,27938504959,104,0,0,0,0,0,3
867,28044378108,104,0,0,0,0,0,0
868,28100443257,104,0,0,0,0,0,0
869,28118843383,104,0,0,0,0,2,23
870,28143530999,104,0,0,0,0,1,2
871,28185854915,105,0,0,0,0,1,8
872,28201648967,105,0,0,0,0,0,0
873,28354556864,105,0,0,0,0,0,4
874,28371045633,105,0,0,0,0,0,1
875,28416311988,105,0,0,0,0,0,0
876,28440542194,105,0,0,1,0,2,3
877,28443150032,105,0,0,0,0,0,1
878,28453646335,105,0,1,0,0,0,202
879,28454155251,105,0,0,2,0,16,195
880,28454203634,106,0,1,0,0,2,1
881,28454291712,106,0,0,0,0,2,20
882,28462552816,106,0,0,0,0,0,17
883,28463460872,106,0,0,0,0,2,4
884,28486746140,106,0,0,0,0,1,3
885,28505489323,106,0,0,0,0,0,5
886,28523102980,106,0,0,0,0,0,4
887,28523631808,106,0,0,0,0,2,1
888,28592603144,106,0,1,0,1,4,5
889,28658458593,106,0,0,0,0,0,1
890,28663090239,106,0,0,0,0,0,1
891,28664131592,106,0,0,0,0,1,7
892,28668231616,106,0,0,0,0,0,17
893,28714778448,106,0,0,0,0,0,0
894,28723692048,107,0,0,0,0,0,2
895,28728225825,107,0,0,0,0,1,1
896,28763290635,107,0,0,0,0,0,2
897,28782103614,107,0,0,0,0,1,2
898,28891379196,107,0,0,0,0,0,0
899,28912364606,107,0,0,0,0,0,0
900,28931062528,107,0,0,0,0,0,1
901,28937597443,107,0,1,0,0,1,2
902,28980534269,107,0,0,0,0,0,1
903,29020374795,108,0,0,0,0,0,2
904,29055909932,108,0,0,1,0,0,3
905,29058460662,108,0,0,0,0,0,0
906,29104275839,108,0,0,0,0,1,14
907,29124902768,108,0,0,0,0,0,0
908,29135782077,108,0,0,0,0,0,0
909,29171353372,108,0,0,0,0,1,0
910,29181004768,108,0,0,0,0,0,0
911,29192027527,108,0,0,0,0,1,1
912,29194910784,108,0,0,0,0,0,9
913,29248980608,108,0,0,0,0,1,0
914,29256835070,108,0,0,0,0,3,10
915,29257759743,108,0,0,0,0,2,15
916,29310811639,109,0,0,0,0,14,9
917,29319229643,109,0,1,1,0,0,1
918,29460928178,109,0,0,0,0,0,0
919,29489696130,109,0,0,0,0,0,0
920,29516495997,109,0,0,0,0,1,0
921,29524033503,109,0,0,0,0,2,13
922,29525039100,109,0,0,0,0,1,7
923,29530045960,110,0,0,2,0,0,7
924,29530948291,110,0,0,0,0,0,1
925,29630797814,110,0,0,0,0,0,0
926,29671031304,110,0,0,0,0,7,9
927,29715596290,110,0,0,0,0,0,10
928,29729366048,110,0,0,0,0,1,5
929,29732290336,110,0,0,0,0,0,3
930,29783555279,110,0,0,1,0,13,18
931,29832887808,111,0,0,0,0,0,2
932,29843008522,111,0,0,0,0,1,2
933,29896941565,111,0,0,1,0,2,4
934,29914329084,111,0,0,0,0,0,13
935,29930520063,111,0,0,1,0,23,75
936,29936173238,111,0,0,0,1,1,0
937,30061043456,111,0,0,0,0,0,20
938,30066835650,112,0,0,0,0,0,3
939,30117233347,112,0,0,0,0,1,3
940,30136086561,112,0,1,1,0,0,4
941,30140260173,112,0,0,1,0,0,1
942,30224368664,112,0,0,0,0,0,0
943,30227311744,112,0,0,0,0,0,0
944,30265787136,112,0,0,0,0,0,2
945,30266813215,112,0,0,0,0,0,0
946,30333377535,113,0,0,0,0,0,26
947,30370397952,113,0,0,0,0,0,5
948,30386733476,113,0,0,0,0,0,1
949,30430007218,113,0,0,0,0,0,0
950,30534819636,113,0,0,0,0,0,4
951,30580655605,113,0,0,0,0,0,0
952,30599511519,113,0,0,0,0,5,21
953,30668234930,114,0,0,1,0,0,5
954,30720130441,114,0,0,0,0,0,0
955,30804751095,114,0,0,0,0,0,2
956,30870523132,115,0,0,0,0,1,7
957,30920470720,115,1,0,0,0,7,65
958,31003716607,115,0,0,0,0,0,8
959,31117213567,115,0,0,0,0,0,2
960,31137989432,115,0,0,0,0,0,1
961,31157375996,116,0,0,0,0,0,4
962,31180980746,116,0,0,0,0,5,3
963,31184617471,116,0,0,0,0,0,13
964,31185473520,116,0,0,0,0,0,1
965,31268741298,116,0,0,0,0,1,0
966,31272935936,116,0,0,0,0,2,5
967,31273288200,116,0,0,0,1,4,13
968,31335367470,116,0,0,0,0,1,0
969,31336434435,116,0,0,0,0,1,7
970,31394831792,116,0,0,0,0,0,1
971,31403307005,116,0,0,1,0,0,7
972,31404212220,116,0,0,2,0,0,6
973,31406928861,116,0,0,0,0,1,0
974,31453774559,117,0,0,0,0,1,0
975,31457288688,117,0,0,0,0,0,73
976,31611904015,117,0,0,1,0,0,4
977,31615613951,117,0,0,0,0,0,15
978,31616610301,117,0,1,0,0,1,10
979,31621058071,117,0,0,0,0,2,0
980,31640764595,117,0,0,0,0,0,6
981,31668076991,117,0,0,0,0,0,1
982,31674338035,117,0,0,0,0,1,13
983,31675710468,118,0,0,0,0,0,8
984,31709713351,118,0,0,0,0,0,0
985,31792771839,118,0,0,0,0,0,11
986,31808488067,118,0,0,0,0,0,1
987,31809068919,118,0,0,0,0,4,13
988,31809610249,118,0,0,0,0,0,4
989,31893011457,118,0,0,0,0,0,49
990,31904981505,118,0,0,0,0,0,2
991,31944859645,119,0,0,1,0,1,26
992,31961051388,119,0,0,0,0,0,6
993,31994004593,119,0,0,0,0,0,3
994,32026918783,119,0,0,0,0,3,5
995,32084366064,119,0,0,0,0,0,0
996,32145891466,119,0,0,0,0,0,9
997,32176602940,119,0,0,0,0,0,18
998,32178099775,119,0,0,0,0,1,0
999,32209538015,119,0,0,0,0,0,0
1000,32212187150,119,0,0,0,0,1,6
