sample_index,token_id_uint64,mask_id,ECOLI_occurrences,PYRO_occurrences,YEAST_occurrences,all_three_present
810,26058885665,97,1,1,1,1
811,26163935087,97,1,1,1,1
812,26168373631,97,1,1,1,1
813,26238516687,97,1,1,2,1
814,26239688659,97,1,1,2,1
815,26273112062,97,2,1,1,1
816,26279410639,97,1,1,2,1
817,26286261472,97,1,1,1,1
818,26307524786,98,1,1,1,1
819,26363085180,98,1,1,2,1
820,26438406156,98,1,1,1,1
821,26525593407,98,1,1,1,1
822,26541555111,98,2,1,1,1
823,26575335935,99,1,1,1,1
824,26577404464,99,1,1,2,1
825,26587889698,99,1,1,1,1
826,26610893344,99,1,1,2,1
827,26642022335,99,1,1,1,1
828,26711627912,99,1,1,1,1
829,26789022419,99,1,1,1,1
830,26835107872,99,1,1,1,1
831,26841447472,99,2,2,2,1
832,26845929986,100,1,1,1,1
833,26893715456,100,1,2,1,1
834,26894966784,100,1,1,2,1
835,26926969217,100,1,1,1,1
836,26946314242,100,1,2,2,1
837,26975657855,100,2,1,15,1
838,27044859703,100,1,1,1,1
839,27102806527,100,1,1,1,1
840,27113028860,101,1,1,2,1
841,27115244848,101,1,1,1,1
842,27116045216,101,1,1,2,1
843,27119081988,101,1,1,1,1
844,27233689469,101,1,1,1,1
845,27245420543,101,1,1,1,1
846,27249734662,101,1,1,1,1
847,27254538111,101,1,1,1,1
848,27262967974,101,1,1,1,1
849,27360775671,101,1,1,1,1
850,27447520572,102,1,1,1,1
851,27460944846,102,1,1,1,1
852,27572355394,102,1,1,1,1
853,27598717986,102,1,1,1,1
854,27648327419,102,1,2,1,1
855,27661435552,103,1,1,1,1
856,27684241359,103,1,1,1,1
857,27702000579,103,1,1,1,1
858,27716718541,103,1,1,1,1
859,27808170035,103,1,2,1,1
860,27868182495,103,1,1,1,1
861,27883598598,103,1,1,1,1
862,27914144768,103,1,1,1,1
863,27917417644,104,1,1,2,1
864,27925923970,104,2,1,1,1
865,27934615687,104,3,1,1,1
866,27938504959,104,1,1,1,1
867,28044378108,104,1,1,1,1
868,28100443257,104,1,1,1,1
869,28118843383,104,1,1,1,1
870,28143530999,104,1,1,1,1
871,28185854915,105,1,2,1,1
872,28201648967,105,1,1,1,1
873,28354556864,105,1,1,2,1
874,28371045633,105,1,1,1,1
875,28416311988,105,1,1,1,1
876,28440542194,105,1,1,1,1
877,28443150032,105,1,1,1,1
878,28453646335,105,1,2,1,1
879,28454155251,105,1,2,17,1
880,28454203634,106,1,1,2,1
881,28454291712,106,1,1,3,1
882,28462552816,106,1,1,1,1
883,28463460872,106,1,1,1,1
884,28486746140,106,1,1,1,1
885,28505489323,106,1,1,1,1
886,28523102980,106,1,1,1,1
887,28523631808,106,1,1,1,1
888,28592603144,106,1,1,2,1
889,28658458593,106,1,1,1,1
890,28663090239,106,1,1,1,1
891,28664131592,106,1,1,2,1
892,28668231616,106,2,1,2,1
893,28714778448,106,1,1,1,1
894,28723692048,107,1,1,2,1
895,28728225825,107,1,1,1,1
896,28763290635,107,1,2,1,1
897,28782103614,107,1,1,1,1
898,28891379196,107,1,1,1,1
899,28912364606,107,1,1,1,1
900,28931062528,107,1,1,1,1
901,28937597443,107,1,1,1,1
902,28980534269,107,1,1,1,1
903,29020374795,108,1,1,1,1
904,29055909932,108,1,1,1,1
905,29058460662,108,1,1,1,1
906,29104275839,108,1,1,3,1
907,29124902768,108,1,1,2,1
908,29135782077,108,1,1,1,1
909,29171353372,108,1,1,1,1
910,29181004768,108,1,1,1,1
911,29192027527,108,1,1,1,1
912,29194910784,108,1,1,1,1
913,29248980608,108,1,1,1,1
914,29256835070,108,1,1,2,1
915,29257759743,108,1,1,1,1
916,29310811639,109,1,1,1,1
917,29319229643,109,1,1,1,1
918,29460928178,109,1,1,1,1
919,29489696130,109,1,1,1,1
920,29516495997,109,1,1,1,1
921,29524033503,109,1,2,1,1
922,29525039100,109,1,1,1,1
923,29530045960,110,1,2,3,1
924,29530948291,110,1,1,1,1
925,29630797814,110,1,1,1,1
926,29671031304,110,1,2,1,1
927,29715596290,110,2,1,2,1
928,29729366048,110,1,2,2,1
929,29732290336,110,1,1,1,1
930,29783555279,110,1,1,4,1
931,29832887808,111,1,1,1,1
932,29843008522,111,1,1,1,1
933,29896941565,111,1,1,1,1
934,29914329084,111,1,1,1,1
935,29930520063,111,1,1,1,1
936,29936173238,111,1,1,1,1
937,30061043456,111,1,1,3,1
938,30066835650,112,1,1,1,1
939,30117233347,112,1,1,1,1
940,30136086561,112,1,1,1,1
941,30140260173,112,2,1,1,1
942,30224368664,112,1,1,1,1
943,30227311744,112,1,1,1,1
944,30265787136,112,1,1,1,1
945,30266813215,112,1,1,1,1
946,30333377535,113,2,1,1,1
947,30370397952,113,1,1,1,1
948,30386733476,113,1,1,1,1
949,30430007218,113,1,1,1,1
950,30534819636,113,1,1,1,1
951,30580655605,113,1,1,1,1
952,30599511519,113,1,1,5,1
953,30668234930,114,1,1,2,1
954,30720130441,114,1,1,1,1
955,30804751095,114,1,1,1,1
956,30870523132,115,1,1,1,1
957,30920470720,115,1,1,1,1
958,31003716607,115,1,1,1,1
959,31117213567,115,1,1,1,1
960,31137989432,115,1,1,1,1
961,31157375996,116,1,1,1,1
962,31180980746,116,1,1,1,1
963,31184617471,116,1,1,3,1
964,31185473520,116,1,1,1,1
965,31268741298,116,1,1,1,1
966,31272935936,116,1,1,1,1
967,31273288200,116,1,1,3,1
968,31335367470,116,1,1,1,1
969,31336434435,116,1,2,1,1
970,31394831792,116,1,1,1,1
971,31403307005,116,1,1,1,1
972,31404212220,116,1,2,1,1
973,31406928861,116,1,1,2,1
974,31453774559,117,1,1,1,1
975,31457288688,117,1,2,3,1
976,31611904015,117,1,2,1,1
977,31615613951,117,1,1,1,1
978,31616610301,117,1,1,1,1
979,31621058071,117,1,1,1,1
980,31640764595,117,1,1,1,1
981,31668076991,117,1,1,1,1
982,31674338035,117,1,1,1,1
983,31675710468,118,1,1,1,1
984,31709713351,118,1,1,1,1
985,31792771839,118,1,1,2,1
986,31808488067,118,1,1,1,1
987,31809068919,118,1,3,3,1
988,31809610249,118,1,1,1,1
989,31893011457,118,1,1,1,1
990,31904981505,118,1,1,1,1
991,31944859645,119,2,1,2,1
992,31961051388,119,1,1,1,1
993,31994004593,119,1,1,1,1
994,32026918783,119,1,1,1,1
995,32084366064,119,1,1,1,1
996,32145891466,119,1,1,1,1
997,32176602940,119,2,1,1,1
998,32178099775,119,1,1,1,1
999,32209538015,119,1,1,1,1
1000,32212187150,119,1,1,1,1
