token_id_uint64,genomes_recovered,total_occurrences,distinct_literal_16mer_implementations,boundary_role_genomes,boundary_recurrent_ge2,boundary_genome_pairs,boundary_pairs_literal_shared,boundary_pairs_masked_only,has_masked_only_boundary_transfer
18808228274,3,3,3,1,False,0,0,0,False
18812304704,5,5,4,0,False,0,0,0,False
18890096750,5,7,5,0,False,0,0,0,False
18924041727,8,21,11,1,False,0,0,0,False
19002687517,3,4,2,0,False,0,0,0,False
19058128883,9,54,12,3,True,3,1,2,True
19062079247,7,49,10,1,False,0,0,0,False
19113168835,5,6,6,0,False,0,0,0,False
19127602695,4,4,4,0,False,0,0,0,False
19159711171,4,5,4,1,False,0,0,0,False
19210857602,3,3,3,0,False,0,0,0,False
19268730571,4,6,5,0,False,0,0,0,False
19314768894,7,45,14,3,True,3,2,1,True
19338731528,4,11,3,2,True,1,0,1,True
19346227715,5,6,5,1,False,0,0,0,False
19377733762,6,12,8,2,True,1,0,1,True
19380880072,5,7,6,0,False,0,0,0,False
19457583832,3,3,3,0,False,0,0,0,False
19461358667,5,7,5,1,False,0,0,0,False
19542335487,6,10,7,1,False,0,0,0,False
19583213615,5,13,10,0,False,0,0,0,False
19592557567,5,15,7,1,False,0,0,0,False
19597688819,7,22,10,2,True,1,0,1,True
19608929283,5,6,4,0,False,0,0,0,False
19615467980,3,3,2,0,False,0,0,0,False
19797172835,3,3,2,0,False,0,0,0,False
19798965600,4,4,3,0,False,0,0,0,False
19854905341,6,9,7,1,False,0,0,0,False
19864301584,6,29,12,2,True,1,1,0,False
19906035507,4,10,7,0,False,0,0,0,False
19998428851,4,5,5,1,False,0,0,0,False
20065601532,5,70,13,3,True,3,2,1,True
20066296832,5,29,9,1,False,0,0,0,False
20102259455,5,5,4,1,False,0,0,0,False
20127882748,6,7,5,0,False,0,0,0,False
20129197373,3,3,3,0,False,0,0,0,False
20132888625,4,6,5,3,True,3,1,2,True
20134792577,5,8,6,0,False,0,0,0,False
20166938656,5,12,10,0,False,0,0,0,False
20231175553,4,4,3,0,False,0,0,0,False
20233265147,7,22,11,1,False,0,0,0,False
20262646273,5,5,5,0,False,0,0,0,False
20264746878,7,64,9,2,True,1,1,0,False
20266073989,4,5,5,1,False,0,0,0,False
20319268864,5,11,8,1,False,0,0,0,False
20355421983,4,7,6,0,False,0,0,0,False
20367532017,7,32,11,1,False,0,0,0,False
20384837940,5,9,5,2,True,1,1,0,False
20392574300,7,8,4,1,False,0,0,0,False
20400558047,7,30,11,1,False,0,0,0,False
20412700682,4,4,4,0,False,0,0,0,False
20412747776,6,13,8,2,True,1,1,0,False
20452945916,3,3,3,0,False,0,0,0,False
20599259319,5,13,9,1,False,0,0,0,False
20665537260,4,7,7,1,False,0,0,0,False
20669591164,5,5,4,0,False,0,0,0,False
20682162944,8,92,14,4,True,6,6,0,False
20769636221,5,21,10,0,False,0,0,0,False
20849888083,5,5,5,1,False,0,0,0,False
20858278919,5,9,7,2,True,1,0,1,True
20921198128,4,11,5,0,False,0,0,0,False
20935823359,7,32,10,2,True,1,1,0,False
20963600920,4,4,3,0,False,0,0,0,False
21069822205,5,5,5,0,False,0,0,0,False
21118353854,4,4,4,0,False,0,0,0,False
21140911447,3,3,2,1,False,0,0,0,False
21151789296,4,4,4,0,False,0,0,0,False
21206465567,4,66,13,2,True,1,1,0,False
21420801823,4,6,6,1,False,0,0,0,False
21429534780,5,8,6,2,True,1,0,1,True
21458108431,6,80,14,4,True,6,4,2,True
21472211084,6,6,6,0,False,0,0,0,False
21474835455,8,879,16,5,True,10,10,0,False
21592378615,3,3,3,0,False,0,0,0,False
21611282622,7,17,7,2,True,1,1,0,False
21625175103,5,8,6,0,False,0,0,0,False
21657288664,3,3,3,0,False,0,0,0,False
21743263807,7,140,13,4,True,6,3,3,True
21751923695,4,6,5,1,False,0,0,0,False
21757951455,4,19,11,3,True,3,0,3,True
21776828896,5,11,8,1,False,0,0,0,False
21802573978,3,3,3,0,False,0,0,0,False
21810331135,8,64,15,4,True,6,4,2,True
21861760895,7,20,8,3,True,3,1,2,True
21976020268,4,4,4,0,False,0,0,0,False
22010928495,4,6,3,0,False,0,0,0,False
22012241964,6,20,6,2,True,1,1,0,False
22056534018,7,15,6,0,False,0,0,0,False
22063055044,4,4,4,0,False,0,0,0,False
22064136303,4,8,6,1,False,0,0,0,False
22124438198,4,5,4,0,False,0,0,0,False
22145859711,7,94,14,1,False,0,0,0,False
22174625148,4,4,3,0,False,0,0,0,False
22225485627,5,5,5,0,False,0,0,0,False
22246596616,6,43,12,2,True,1,1,0,False
22279582151,5,6,5,0,False,0,0,0,False
22280684323,5,5,5,0,False,0,0,0,False
22292525184,7,18,7,1,False,0,0,0,False
22313720839,6,7,6,1,False,0,0,0,False
22327099327,4,4,3,0,False,0,0,0,False
22365076246,3,3,2,0,False,0,0,0,False
22394565744,3,3,3,0,False,0,0,0,False
22417475631,6,12,7,0,False,0,0,0,False
22481324031,6,21,13,2,True,1,1,0,False
22483566280,4,5,5,1,False,0,0,0,False
22506492691,3,3,3,1,False,0,0,0,False
22548407387,4,4,4,0,False,0,0,0,False
22549311884,3,3,3,0,False,0,0,0,False
22549577600,6,34,14,2,True,1,1,0,False
22582177024,5,7,5,1,False,0,0,0,False
22594718384,4,4,4,1,False,0,0,0,False
22598874111,6,16,11,2,True,1,0,1,True
22681942026,4,4,4,0,False,0,0,0,False
22682804354,8,48,14,2,True,1,1,0,False
22804389835,5,7,7,1,False,0,0,0,False
22813622079,8,83,14,7,True,21,14,7,True
22813881344,5,67,15,1,False,0,0,0,False
22817541760,6,17,10,1,False,0,0,0,False
22820220880,6,8,5,1,False,0,0,0,False
22833127359,5,6,4,1,False,0,0,0,False
22850711562,6,7,5,0,False,0,0,0,False
22883997744,4,9,7,0,False,0,0,0,False
23070411552,6,7,6,1,False,0,0,0,False
23072014351,8,53,13,4,True,6,3,3,True
23085980674,6,28,12,1,False,0,0,0,False
23086444031,5,23,8,3,True,3,2,1,True
23087542273,7,67,14,3,True,3,2,1,True
23186108511,6,26,10,2,True,1,1,0,False
23217340279,6,9,6,1,False,0,0,0,False
23217512446,7,17,7,1,False,0,0,0,False
23219945470,7,13,9,4,True,6,1,5,True
23292575776,4,4,3,1,False,0,0,0,False
23318222463,4,8,6,1,False,0,0,0,False
23333472126,3,3,3,0,False,0,0,0,False
23347281917,3,3,3,0,False,0,0,0,False
23351183099,3,3,3,0,False,0,0,0,False
23351656320,7,12,7,1,False,0,0,0,False
23353218909,6,11,9,2,True,1,0,1,True
23354147010,5,22,8,3,True,3,2,1,True
23358013487,7,73,14,2,True,1,1,0,False
23370629118,6,25,10,2,True,1,0,1,True
23403989039,6,8,6,0,False,0,0,0,False
23454794508,5,10,8,2,True,1,0,1,True
23553168700,3,3,3,0,False,0,0,0,False
23609425088,6,15,11,2,True,1,0,1,True
23609731709,6,6,5,1,False,0,0,0,False
23616107201,3,3,3,0,False,0,0,0,False
23642425404,3,3,3,0,False,0,0,0,False
23874191343,6,27,11,2,True,1,1,0,False
23890870283,7,153,15,4,True,6,4,2,True
23893392904,7,12,8,1,False,0,0,0,False
23894935356,5,23,12,1,False,0,0,0,False
23908764300,4,4,3,0,False,0,0,0,False
23927394292,4,8,3,1,False,0,0,0,False
24037558283,6,8,6,1,False,0,0,0,False
24092790720,5,22,8,0,False,0,0,0,False
24143458293,5,8,7,2,True,1,0,1,True
24150614000,5,14,6,0,False,0,0,0,False
24159289864,6,12,7,1,False,0,0,0,False
24159596523,3,3,2,1,False,0,0,0,False
24161044475,6,10,6,2,True,1,1,0,False
24161287687,5,11,8,2,True,1,1,0,False
24189108264,5,9,8,1,False,0,0,0,False
24211929283,4,4,4,0,False,0,0,0,False
24260593091,3,3,3,0,False,0,0,0,False
24297209661,4,4,4,1,False,0,0,0,False
24388764396,5,7,4,1,False,0,0,0,False
24410882240,7,44,14,1,False,0,0,0,False
24478154819,5,10,4,1,False,0,0,0,False
24541146559,4,4,4,0,False,0,0,0,False
24558499837,5,8,6,1,False,0,0,0,False
24602679915,3,3,2,0,False,0,0,0,False
24617156800,5,10,9,1,False,0,0,0,False
24628693999,8,44,11,1,False,0,0,0,False
24634173519,3,3,3,0,False,0,0,0,False
24658592527,4,4,4,0,False,0,0,0,False
24681247693,5,6,5,0,False,0,0,0,False
24696097199,4,4,3,0,False,0,0,0,False
24698932076,3,3,3,1,False,0,0,0,False
24720246039,6,11,11,0,False,0,0,0,False
24890098017,3,3,3,0,False,0,0,0,False
24950878184,4,7,5,1,False,0,0,0,False
24956105601,4,6,5,1,False,0,0,0,False
24966578017,6,8,6,1,False,0,0,0,False
24967383808,7,58,13,3,True,3,2,1,True
24967643963,6,10,6,1,False,0,0,0,False
24972840951,7,11,7,2,True,1,0,1,True
24977060363,6,10,8,0,False,0,0,0,False
25166481581,4,5,4,0,False,0,0,0,False
25188750327,4,4,3,1,False,0,0,0,False
25202703808,4,4,3,0,False,0,0,0,False
25228945538,4,4,4,1,False,0,0,0,False
25229460227,8,31,12,2,True,1,0,1,True
25229775871,6,26,10,0,False,0,0,0,False
25238961393,4,4,4,0,False,0,0,0,False
25241014143,5,5,4,0,False,0,0,0,False
25250532059,4,4,4,0,False,0,0,0,False
25258098096,4,6,4,1,False,0,0,0,False
25369379006,7,13,8,1,False,0,0,0,False
25438444543,7,21,9,2,True,1,1,0,False
25440501999,4,4,4,0,False,0,0,0,False
25441562032,3,4,4,0,False,0,0,0,False
25468600363,5,13,7,1,False,0,0,0,False
25497493501,5,13,9,1,False,0,0,0,False
25498025495,4,9,7,1,False,0,0,0,False
25502089230,6,47,10,1,False,0,0,0,False
25503474208,6,19,8,1,False,0,0,0,False
25567493887,6,44,15,1,False,0,0,0,False
25624951903,4,4,3,0,False,0,0,0,False
25677467536,3,3,3,0,False,0,0,0,False
25756807872,5,6,4,1,False,0,0,0,False
25769814912,6,21,9,2,True,1,1,0,False
25794486784,3,3,3,0,False,0,0,0,False
25858932931,3,3,3,2,True,1,0,1,True
25862171656,4,4,4,0,False,0,0,0,False
25967189763,4,5,4,0,False,0,0,0,False
26021573371,5,6,5,1,False,0,0,0,False
26036928495,4,35,9,1,False,0,0,0,False
26038227122,4,6,4,1,False,0,0,0,False
26058885665,3,3,3,0,False,0,0,0,False
26163935087,6,7,6,0,False,0,0,0,False
26168373631,4,6,4,0,False,0,0,0,False
26238516687,6,9,7,2,True,1,0,1,True
26239688659,5,11,7,1,False,0,0,0,False
26273112062,6,41,14,4,True,6,1,5,True
26279410639,4,7,6,0,False,0,0,0,False
26286261472,4,4,4,2,True,1,0,1,True
26307524786,4,4,4,0,False,0,0,0,False
26363085180,4,6,4,1,False,0,0,0,False
26438406156,3,3,3,0,False,0,0,0,False
26525593407,6,6,6,1,False,0,0,0,False
26541555111,6,8,4,2,True,1,0,1,True
26575335935,7,47,14,0,False,0,0,0,False
26577404464,6,17,10,2,True,1,0,1,True
26587889698,7,39,12,2,True,1,1,0,False
26610893344,6,31,7,1,False,0,0,0,False
26642022335,6,48,12,4,True,6,3,3,True
26711627912,5,5,5,1,False,0,0,0,False
26789022419,5,6,5,1,False,0,0,0,False
26835107872,5,5,4,0,False,0,0,0,False
26841447472,7,28,11,2,True,1,1,0,False
26845929986,4,6,4,0,False,0,0,0,False
26893715456,5,10,6,0,False,0,0,0,False
26894966784,7,11,8,0,False,0,0,0,False
26926969217,4,4,3,1,False,0,0,0,False
26946314242,6,18,8,1,False,0,0,0,False
26975657855,8,189,13,4,True,6,6,0,False
27044859703,6,9,6,1,False,0,0,0,False
27102806527,6,24,11,1,False,0,0,0,False
27113028860,8,109,14,2,True,1,1,0,False
27115244848,5,6,6,2,True,1,0,1,True
27116045216,6,12,9,0,False,0,0,0,False
27119081988,4,4,3,0,False,0,0,0,False
27233689469,6,7,4,1,False,0,0,0,False
27245420543,8,51,14,2,True,1,1,0,False
27249734662,4,6,6,0,False,0,0,0,False
27254538111,5,13,5,0,False,0,0,0,False
27262967974,4,4,4,0,False,0,0,0,False
27360775671,4,4,4,0,False,0,0,0,False
27447520572,5,8,5,0,False,0,0,0,False
27460944846,6,9,6,1,False,0,0,0,False
27572355394,4,5,3,0,False,0,0,0,False
27598717986,4,4,4,0,False,0,0,0,False
27648327419,5,17,10,1,False,0,0,0,False
27661435552,5,8,5,2,True,1,0,1,True
27684241359,4,10,6,3,True,3,3,0,False
27702000579,4,4,2,0,False,0,0,0,False
27716718541,4,4,4,0,False,0,0,0,False
27808170035,3,4,3,2,True,1,1,0,False
27868182495,4,4,4,0,False,0,0,0,False
27883598598,5,6,6,1,False,0,0,0,False
27914144768,10,45,11,6,True,15,7,8,True
27917417644,5,15,9,2,True,1,0,1,True
27925923970,7,18,8,0,False,0,0,0,False
27934615687,3,5,3,0,False,0,0,0,False
27938504959,4,6,5,1,False,0,0,0,False
28044378108,3,3,3,0,False,0,0,0,False
28100443257,3,3,2,0,False,0,0,0,False
28118843383,8,34,15,1,False,0,0,0,False
28143530999,5,6,6,1,False,0,0,0,False
28185854915,7,15,11,3,True,3,1,2,True
28201648967,3,3,2,2,True,1,0,1,True
28354556864,4,8,7,2,True,1,0,1,True
28371045633,4,4,4,0,False,0,0,0,False
28416311988,3,3,3,0,False,0,0,0,False
28440542194,7,16,7,0,False,0,0,0,False
28443150032,5,5,3,0,False,0,0,0,False
28453646335,7,212,16,3,True,3,3,0,False
28454155251,9,263,15,4,True,6,6,0,False
28454203634,7,9,6,1,False,0,0,0,False
28454291712,7,29,10,3,True,3,2,1,True
28462552816,4,20,7,1,False,0,0,0,False
28463460872,6,10,8,1,False,0,0,0,False
28486746140,6,8,5,0,False,0,0,0,False
28505489323,5,9,6,2,True,1,0,1,True
28523102980,4,7,5,0,False,0,0,0,False
28523631808,6,7,4,0,False,0,0,0,False
28592603144,10,19,7,2,True,1,1,0,False
28658458593,5,5,5,0,False,0,0,0,False
28663090239,4,4,4,2,True,1,0,1,True
28664131592,5,12,10,3,True,3,0,3,True
28668231616,4,22,10,1,False,0,0,0,False
28714778448,3,3,2,0,False,0,0,0,False
28723692048,4,6,4,1,False,0,0,0,False
28728225825,5,5,5,0,False,0,0,0,False
28763290635,4,6,4,0,False,0,0,0,False
28782103614,7,9,8,0,False,0,0,0,False
28891379196,3,3,3,1,False,0,0,0,False
28912364606,3,3,3,0,False,0,0,0,False
28931062528,4,4,4,0,False,0,0,0,False
28937597443,8,11,6,1,False,0,0,0,False
28980534269,4,4,4,0,False,0,0,0,False
29020374795,4,5,4,0,False,0,0,0,False
29055909932,5,7,6,1,False,0,0,0,False
29058460662,3,3,3,0,False,0,0,0,False
29104275839,5,20,9,1,False,0,0,0,False
29124902768,3,4,4,0,False,0,0,0,False
29135782077,3,3,3,0,False,0,0,0,False
29171353372,4,4,4,0,False,0,0,0,False
29181004768,3,3,3,0,False,0,0,0,False
29192027527,5,5,5,1,False,0,0,0,False
29194910784,5,14,13,1,False,0,0,0,False
29248980608,4,4,4,1,False,0,0,0,False
29256835070,6,19,8,3,True,3,0,3,True
29257759743,5,20,10,0,False,0,0,0,False
29310811639,7,28,8,2,True,1,1,0,False
29319229643,6,6,4,0,False,0,0,0,False
29460928178,3,3,3,0,False,0,0,0,False
29489696130,3,3,3,0,False,0,0,0,False
29516495997,5,6,5,0,False,0,0,0,False
29524033503,6,20,11,2,True,1,1,0,False
29525039100,5,11,8,0,False,0,0,0,False
29530045960,5,15,8,0,False,0,0,0,False
29530948291,4,4,4,0,False,0,0,0,False
29630797814,3,3,2,0,False,0,0,0,False
29671031304,6,21,10,1,False,0,0,0,False
29715596290,4,15,11,1,False,0,0,0,False
29729366048,6,13,8,1,False,0,0,0,False
29732290336,4,6,3,0,False,0,0,0,False
29783555279,8,43,13,5,True,10,3,7,True
29832887808,4,5,4,0,False,0,0,0,False
29843008522,6,7,5,0,False,0,0,0,False
29896941565,8,14,8,0,False,0,0,0,False
29914329084,4,16,7,0,False,0,0,0,False
29930520063,9,108,11,5,True,10,6,4,True
29936173238,5,5,5,0,False,0,0,0,False
30061043456,6,29,10,1,False,0,0,0,False
30066835650,5,7,6,0,False,0,0,0,False
30117233347,5,7,6,0,False,0,0,0,False
30136086561,6,9,6,2,True,1,1,0,False
30140260173,5,6,5,1,False,0,0,0,False
30224368664,3,3,3,0,False,0,0,0,False
30227311744,4,4,4,0,False,0,0,0,False
30265787136,4,5,3,0,False,0,0,0,False
30266813215,3,3,3,0,False,0,0,0,False
30333377535,4,30,9,1,False,0,0,0,False
30370397952,4,8,5,0,False,0,0,0,False
30386733476,4,4,3,0,False,0,0,0,False
30430007218,3,3,3,0,False,0,0,0,False
30534819636,5,8,7,0,False,0,0,0,False
30580655605,3,3,3,0,False,0,0,0,False
30599511519,7,37,9,2,True,1,1,0,False
30668234930,6,11,6,0,False,0,0,0,False
30720130441,3,3,2,0,False,0,0,0,False
30804751095,4,5,5,0,False,0,0,0,False
30870523132,5,11,5,2,True,1,0,1,True
30920470720,8,81,15,3,True,3,2,1,True
31003716607,5,12,6,0,False,0,0,0,False
31117213567,4,5,5,0,False,0,0,0,False
31137989432,5,5,5,1,False,0,0,0,False
31157375996,4,7,6,1,False,0,0,0,False
31180980746,6,13,7,0,False,0,0,0,False
31184617471,4,18,8,3,True,3,3,0,False
31185473520,5,5,5,1,False,0,0,0,False
31268741298,5,5,5,1,False,0,0,0,False
31272935936,7,14,9,1,False,0,0,0,False
31273288200,7,24,10,4,True,6,3,3,True
31335367470,4,4,4,0,False,0,0,0,False
31336434435,6,14,9,2,True,1,1,0,False
31394831792,4,4,4,1,False,0,0,0,False
31403307005,6,12,8,1,False,0,0,0,False
31404212220,6,13,5,1,False,0,0,0,False
31406928861,4,5,4,1,False,0,0,0,False
31453774559,4,4,4,0,False,0,0,0,False
31457288688,6,81,15,3,True,3,2,1,True
31611904015,5,9,7,1,False,0,0,0,False
31615613951,5,20,12,3,True,3,1,2,True
31616610301,6,15,9,1,False,0,0,0,False
31621058071,4,5,4,0,False,0,0,0,False
31640764595,5,10,8,0,False,0,0,0,False
31668076991,4,4,3,0,False,0,0,0,False
31674338035,6,18,7,0,False,0,0,0,False
31675710468,4,11,5,2,True,1,0,1,True
31709713351,3,3,2,0,False,0,0,0,False
31792771839,5,19,12,2,True,1,0,1,True
31808488067,4,4,4,0,False,0,0,0,False
31809068919,7,26,9,2,True,1,1,0,False
31809610249,4,7,6,0,False,0,0,0,False
31893011457,5,53,9,0,False,0,0,0,False
31904981505,4,5,4,0,False,0,0,0,False
31944859645,8,40,12,3,True,3,1,2,True
31961051388,4,9,6,1,False,0,0,0,False
31994004593,4,6,5,0,False,0,0,0,False
32026918783,5,11,6,1,False,0,0,0,False
32084366064,3,3,3,0,False,0,0,0,False
32145891466,4,12,7,1,False,0,0,0,False
32176602940,6,25,15,1,False,0,0,0,False
32178099775,4,4,4,1,False,0,0,0,False
32209538015,3,3,3,0,False,0,0,0,False
32212187150,5,10,8,0,False,0,0,0,False
