sample_index,token_id_uint64,mask_id,BACILLUS_occurrences,SULFOLOBUS_occurrences,POMBE_occurrences
914,29256835070,108,0,0,2
915,29257759743,108,0,0,0
916,29310811639,109,1,0,1
917,29319229643,109,0,0,0
918,29460928178,109,0,0,0
919,29489696130,109,0,0,0
920,29516495997,109,0,0,2
921,29524033503,109,0,0,1
922,29525039100,109,0,0,0
923,29530045960,110,0,0,0
924,29530948291,110,0,0,0
925,29630797814,110,0,0,0
926,29671031304,110,0,0,1
927,29715596290,110,0,0,0
928,29729366048,110,0,0,2
929,29732290336,110,0,0,0
930,29783555279,110,0,1,4
931,29832887808,111,0,0,0
932,29843008522,111,0,0,1
933,29896941565,111,2,0,2
934,29914329084,111,0,0,0
935,29930520063,111,2,1,3
936,29936173238,111,0,0,0
937,30061043456,111,0,2,2
938,30066835650,112,0,0,1
939,30117233347,112,0,0,0
940,30136086561,112,0,0,0
941,30140260173,112,0,0,0
942,30224368664,112,0,0,0
943,30227311744,112,0,0,1
944,30265787136,112,0,0,0
945,30266813215,112,0,0,0
946,30333377535,113,0,0,0
947,30370397952,113,0,0,0
948,30386733476,113,0,0,0
949,30430007218,113,0,0,0
950,30534819636,113,0,0,1
951,30580655605,113,0,0,0
952,30599511519,113,3,0,1
953,30668234930,114,0,0,1
954,30720130441,114,0,0,0
955,30804751095,114,0,0,0
956,30870523132,115,0,0,0
957,30920470720,115,0,3,2
958,31003716607,115,0,0,1
959,31117213567,115,0,0,0
960,31137989432,115,0,0,1
961,31157375996,116,0,0,0
962,31180980746,116,0,0,2
963,31184617471,116,0,0,0
964,31185473520,116,0,0,1
965,31268741298,116,1,0,0
966,31272935936,116,0,2,2
967,31273288200,116,0,0,1
968,31335367470,116,0,0,0
969,31336434435,116,0,0,2
970,31394831792,116,0,0,0
971,31403307005,116,1,0,0
972,31404212220,116,0,1,0
973,31406928861,116,0,0,0
974,31453774559,117,0,0,0
975,31457288688,117,0,1,1
976,31611904015,117,0,0,0
977,31615613951,117,0,0,2
978,31616610301,117,0,0,0
979,31621058071,117,0,0,0
980,31640764595,117,0,0,1
981,31668076991,117,0,0,0
982,31674338035,117,0,0,1
983,31675710468,118,0,0,0
984,31709713351,118,0,0,0
985,31792771839,118,0,0,4
986,31808488067,118,0,0,0
987,31809068919,118,1,0,1
988,31809610249,118,0,0,0
989,31893011457,118,0,0,1
990,31904981505,118,0,0,0
991,31944859645,119,1,0,6
992,31961051388,119,0,0,0
993,31994004593,119,0,0,0
994,32026918783,119,0,0,0
995,32084366064,119,0,0,0
996,32145891466,119,0,0,0
997,32176602940,119,0,2,1
998,32178099775,119,0,0,0
999,32209538015,119,0,0,0
1000,32212187150,119,0,0,0
